code,name,category,properties,day_price
LIFR0168,"Desisti - Leonardo P/O Fresnel 1000W, incl. Dutch TV-hook halo",LIGHT,,12.50
LIFR0170,"Desisti - Leonardo P/O Fresnel 2000W, incl. Dutch TV-hook halo",LIGHT,,17.50
LIFR0507,"Desisti - Leonardo P/O Fresnel 5000W, incl. Dutch TV-Hook halo",LIGHT,,25.00
LIFR0060,"Arri - L5-C P/O VW 115W 2800K-10000K black LED, RGBW 2-4",LIGHT,,60.00
LIFR0065,"Arri - L7-C LE2 P/O VW 220W 2800K-10000K black LED, RGBW 1-2",LIGHT,,80.00
LIFR0086,"Arri - L10-C LE2 P/O VW 510W 2800K-10000K black LED, RGBW",LIGHT,,120.00
LIFR0002,Arri - Junior 150 PLUS Fresnel 150W M/O grey halo 10,LIGHT,,7.50
LIFR0005,Arri - Junior 650 PLUS Fresnel 650W M/O black halo 4-8,LIGHT,,10.00
LIFR0315,Arri - True Blue ST1 P/O Fresnel 1000W halo,LIGHT,,15.00
LIFR0330,Arri - True Blue ST2 P/O Fresnel 2000W halo,LIGHT,,20.00
LIFR0510,Arri - True Blue ST5 P/O Fresnel 5000W halo,LIGHT,,25.00
LIFR0130,"Elation - KL Fresnel 6 FC, LED RGBMA 220W 6500K, 10°-32° LED, RGBMA 2-4",LIGHT,,25.00
LIFR0140,"Elation - KL Fresnel 8 FC, LED RGBMA 515W 6500K, 10°-50° LED, RGBMA 1-3",LIGHT,,30.00
LIFR0607,"Manfrotto - 427B-6.5, Operating Pole 1,9 / 6.5 m",LIGHT,,12.50
LILE0972,"CLF - Softled 100, VW 3200-5600K LED, CW-WW 2-4-6",LIGHT,,20.00
LILE0986,"CLF - Softled 200, VW 3200-5600K LED, CW-WW 2-5",LIGHT,,30.00
LILE0997,"CLF - Softled 400, VW 3200-6000K LED, CW-WW",LIGHT,,40.00
LILE0978,"CLF - Snapgrid for Softled 100, VW 1-4",LIGHT,,30.00
LILE0990,"CLF - Snapgrid for Softled 200, VW 1-2",LIGHT,,40.00
LISL0801,"Creamsource - Vortex4S, 325W 110° IP65 LED, RRGBBW 2",LIGHT,,100.00
LISL0811,"Creamsource - Vortex8S, 650W 110° IP65 LED, RRGBBW 2",LIGHT,,180.00
LILE0691,"TheLight - Velvet Mini 1 DMX (includes Vlock mount) LED, CW-WW",LIGHT,,50.00
LILE0696,"TheLight - Velvet Light 1 Studio M/O LED, CW-WW 1-2",LIGHT,,50.00
LILE0701,"TheLight - Velvet Light 2 Studio M/O LED, CW-WW 1-3",LIGHT,,75.00
LILE0733,"Arri - Skypanel S30-C LED fullcolor Soft Diffusion Panel M/O LED, RGBW 1-2",LIGHT,,145.00
LILE0738,"Arri - Skypanel S60-C LED fullcolor Soft Diffusion Panel P/O LED, RGBW 1-2",LIGHT,,200.00
LILE0743,"Arri - Skypanel S60-C LED fullcolor Soft Diffusion Panel M/O LED, RGBW 1-2",LIGHT,,190.00
LILE0752,"Arri - Skypanel S120-C LED fullcolor Soft Diffusion Panel MO LED, RGBW",LIGHT,,260.00
LILE0757,"Arri - Skypanel S360-C LED fullcolor Soft Diffusion Panel MO LED, RGBW 1-2",LIGHT,,550.00
LISL0728,Arri - Heavy Diffusion for Skypanel S60-C,LIGHT,,20.00
LISL0763,Arri - DOP Choice SnapGrid 40° for SnapBag S60,LIGHT,,50.00
LISL0752,Arri - Chimera POP Bank for Skypanel S60-C,LIGHT,,55.00
LISL0758,Arri - SBA60 DOP Choice snapbag for Skypanel S60-C,LIGHT,,55.00
LILE0750,Arri - Barndoor for Skypanel S60-C,LIGHT,,30.00
LILE0756,Arri - Barndoor for Skypanel S-120,LIGHT,,60.00
LIDL0090,Arri - D-5 575W HMI HMI,LIGHT,,70.00
LIDL0092,Arri - D-12 1200W HMI HMI,LIGHT,,100.00
LIDL0096,Arri - D-25 2500W HMI [2KW Body] HMI,LIGHT,,130.00
LIDL0201,"Studio Beam, CDM/HCI-150 black 4200K CDM",LIGHT,,10.00
LIDL0205,"Studio Beam, CDM/HCI-150 silver 4200K CDM",LIGHT,,10.00
LIPA0140,ETC - S4 Par 575W black halo,LIGHT,,7.50
LIPA0139,ETC - S4 Par 750W black halo,LIGHT,,7.50
LIPA0211,"Thomas - Par 64, 1000W fourbar pin 1,2 MFL (CP62) black halo 6",LIGHT,,15.00
LIPA0330,"Thomas - Par 64, 1000W sixbar pin 1,2 MFL (CP62) black halo 6",LIGHT,,20.00
LIPA0505,Aircraft fourbar Par64 long black CEE blue/CEE yellow SET halo,LIGHT,,20.00
LIPA0508,Aircraft fourbar Par64 short black CEE blue/CEE yellow SET halo,LIGHT,,20.00
LIBU0690,"Floodlight - 30W LED 3000k IP65, black incl. market clamp LED 15-33",LIGHT,,3.50
LIBU0473,"Exposupply - LFR-150 Reno, LED Flood IP66, 90º, 4000k, black LED",LIGHT,,12.50
LIBU0469,"Fenon - FL-816, LED Flood IP65 150w, 60º, 5000k, Alu LED",LIGHT,,15.00
LIBU0689,Floodlight - 150W symmetric black incl. market clamp halo,LIGHT,,3.50
LIBU0688,Floodlight - 500W symmetric black halo,LIGHT,,3.50
LIBU0715,"Gewiss - Horus 2 Floodlight, 150W White 942 HQI A-symmetric HQI",LIGHT,,10.00
LIBU0720,"Gewiss - Titano Floodlight, 400W White 4000K HQI A-symmetric HQI",LIGHT,,10.00
LIBU0722,"Gewiss - Titano Floodlight, 400W White 4000K HQI symmetric HQI",LIGHT,,10.00
LIBU0725,Rent-All - Floodlight 1000W HQI symmetric HQI,LIGHT,,15.00
LIUR0251,"URC - Garland LED String 15 x 4,3W - 10 Meter LED",LIGHT,,12.50
LIUR0256,"URC - Garland LED String 38 x 4,3W - 25 Meter LED",LIGHT,,25.00
LIBU0783,"Lighting cable 10,0m (20x LED 2W Dim) Outdoor [CEE 16A/1] LED",LIGHT,,20.00
LIBU0785,"Lighting cable 15,0m (28x LED 2W Dim) Outdoor [CEE 16A/1] LED",LIGHT,,24.50
LIBU0787,"Lighting cable 25,0m (48x LED 2W Dim) Outdoor [CEE 16A/1] LED",LIGHT,,32.00
LIBU0218,Rent-All - AirDome Base Ø60cm,LIGHT,,32.50
LIBU0222,"Rent-All - AirDome raincover, H=60cm for Base Ø60cm",LIGHT,,2.50
LIBU0191,Rent-All - AirDome Base Ø85cm,LIGHT,,37.50
LIBU0214,"Rent-All - AirDome raincover, H=80cm for Base Ø85cm",LIGHT,,2.50
LIBU0216,"Rent-All - AirDome raincover, H=100cm for Base Ø85cm",LIGHT,,2.50
LIBU0152,Rent-All - Raincover base Large Ø65cm with Fans [Black] 1-12,LIGHT,,20.00
LIBU0980,Rent-All - Raincover (for Atomic & Scroller),LIGHT,,2.50
COMA0801,"MA lighting - Lightcommander 12/2, console",LIGHT,,35.00
COMA0802,"MA lighting - Lightcommander II 24/6, console",LIGHT,,55.00
COMA0510,MA lighting - GrandMA-2 on PC command wing,LIGHT,,125.00
COMA0513,MA lighting - GrandMA-2 on PC fader wing,LIGHT,,60.00
COMA0812,"MA lighting - GrandMA-2 Light, console",LIGHT,,450.00
COMA0807,"MA lighting - GrandMA-2 Full-size, console",LIGHT,,550.00
COMA081,MA lighting - GrandMA-2 faderwing 15 fader,LIGHT,,80.00
COMA0536,MA lighting - GrandMA-3 on PC command wing,LIGHT,,125.00
COMA0540,"MA lighting - GrandMA-3 Compact XT, console",LIGHT,,425.00
COMA0542,"MA lighting - GrandMA-3 Light, console",LIGHT,,575.00
COMA0544,"MA lighting - GrandMA-3 Full-size, console",LIGHT,,725.00
COMA0520,MA lighting - GrandMA-3 Extension,LIGHT,,80.00
COMA0817,MA lighting - GrandMA-3 processing unit M,LIGHT,,150.00
COMA0816,MA lighting - GrandMA-3 processing unit L,LIGHT,,225.00
COMA0814,MA lighting - GrandMA-3 processing unit XL,LIGHT,,450.00
COMA0811,MA lighting - Network Processing Unit (NPU),LIGHT,,175.00
COMA0815,MA lighting - GrandMA-2 4 port node onPC,LIGHT,,75.00
COMA0818,MA lighting - GrandMA-2 8 port node,LIGHT,,85.00
COMA0348,MA lighting - GrandMA-3 4 port node onPC,LIGHT,,75.00
COMA0803,MA lighting - GrandMA-3 8 port node,LIGHT,,90.00
COHI0835,High End - Road Hog 4 console,LIGHT,,225.00
COHI0838,High End - Full Boar 4 console,LIGHT,,300.00
COHI0842,High End - Wholehog 4 console,LIGHT,,500.00
COHI0827,High End - USB Playback console Wing,LIGHT,,75.00
COHI0830,High End - Playback Wing for Hog-4,LIGHT,,150.00
COHI0828,High End - Expansion console Wing,LIGHT,,250.00
COHI0826,High End - DMX Proccessor 8000 Unit,LIGHT,,125.00
CODI0200,ETC - SmartFade 24/96 ch DMX Controller,LIGHT,,40.00
COMA0305,ETC - EOS GIO desk DMX 9216 ch.,LIGHT,,500.00
COAV0106,Avolites - Quartz console,LIGHT,,175.00
COAV0104,Avolites - Pearl Tiger Touch II console,LIGHT,,200.00
COAV0801,Avolites - Arena console,LIGHT,,250.00
COAV0158,Avolites - Diamond 7-330 console,LIGHT,,500.00
CODI0902,Chamsys - Magicq MQ70 Compact console,LIGHT,,200.00
CODI0912,Chamsys - Magicq MQ250m Stadium console 64 universes,LIGHT,,375.00
CODI0153,Chamsys - Magicq MQ500m Stadium console 256 universes,LIGHT,,500.00
CODI0156,Chamsys - Magicq MQ500m Stadium wing,LIGHT,,175.00
DISO0050,"ADB - Memorack 30 - 6x5kW/6x32A Single Phase/32A, 63A CEE IN",LIGHT,,85.00
DIDI0552,"ADB - Memorack 30 - 24x3kW / 9xH8 / 125A CEE, PIN 1-9",LIGHT,,150.00
DIDI0562,ADB - Memorack 30 - 36x3kW+ 12xC16 + 32A/15xH8/PL400thru 1-9,LIGHT,,200.00
DISO0010,"ADB - Memorack 30 - 12x3kW/2x Soc419 /12x16A/32A, 63A CEE IN",LIGHT,,80.00
DISO0020,"ADB - Memorack 30 - 36x3kW/14xSoc419/12x16A/32A, PL IN/OUT",LIGHT,,200.00
DISO0015,"ADB - Memorack 30 - 24x3kW/4x Soc419/24x16A/32A, 125A CEE IN",LIGHT,,145.00
DIDI0330,"Avolites - 24 x 2,5 KW + 24x 16A Art-2000 dimmerrack+patch",LIGHT,,165.00
DIDI0340,"Avolites - 24 x 2,5 KW Art-2000 dimmerrack+patch, 125A CEE",LIGHT,,165.00
DIDI0410,"Avolites - 36 x 2,5 KW + 12x 16A Art-2000 dimmerrack+patch",LIGHT,,225.00
DIDI0500,"Avolites - 48 x 2,5 KW Art-2000 dimmerrack+patch, PL PIN 1,2",LIGHT,,275.00
DIDI0495,"Avolites - 48 x 2,5 KW Art-2000 dimmerrack+patch, PL PIN 1,9",LIGHT,,275.00
DIDI0207,"LSC - 6 x 5,0 KW Pro dimmer, 63A CEE [2x32A cee out]",LIGHT,,65.00
DIDI0210,"LSC - 12 x 2,3 KW Pro dimmer, 32A CEE, PIN 1,9",LIGHT,,50.00
DIDI0205,"LSC - 12 x 3,6 KW GenVI dimmer, 32A CEE, PIN 1,2",LIGHT,,50.00
DIDI0230,"LSC - 12 x 2,3 KW Pro dimmerrack + patch, 63A CEE, PIN 1-2",LIGHT,,75.00
DIDI0300,"LSC - 24 x 2,3 KW Pro dimmerrack + patch, 125A CEE, PIN 1-2",LIGHT,,150.00
DIDI0805,"Showtec - Single MKII/DP1, DMX Dimmer 1CH / 2,3kW 1-2-4",LIGHT,,10.00
COAC0718,Chair lighting/audio console (seat height 59-83cm) 1-2,LIGHT,,25.00
COET0207,"LSC - MDRT 5-Way Truss-Mount DMX Splitter, 5 pins",LIGHT,,10.00
COET0104,"ELC - DT229, DMX Splitter (2x 5p in / 8x 5p out)",LIGHT,,30.00
COET0108,"ELC - DT2210, DMX Splitter (2x 5p in / 10x 5p out)",LIGHT,,25.00
COET0302,"ELC - Node-8, Ethernet 8 DMX router in/out, Gigabit",LIGHT,,75.00
COET0291,"ELC - NodeGBX 8, Ethernet in/out, 8 port DMX router, Gigabit",LIGHT,,75.00
COET0307,ELC - DMXLAN switch8 Gigabit Fiberport LC,LIGHT,,85.00
COET0308,"ELC - DMXLAN switchGBX, 18port, Fiberport LC, Gigabit",LIGHT,,85.00
COET0790,"ELC - kit Stagerack, 1x ELC node-8, 4x ELC DT2210, Gigabit",LIGHT,,200.00
COET0511,"Luminex - LumiSplit 1.6 DMX Splitter, 1x 5P In > 6x 5P Out",LIGHT,,25.00
COET0501,Luminex - Lumisplit 2.10 DMX Splitter (2x 5p in/ 10x 5p out),LIGHT,,40.00
COET0506,"Luminex - DMX512-A 1.5 HUB, 1x 5P In/Thr > 5x 5P Out)",LIGHT,,25.00
COET0509,Luminex - DMX 2.10 HUB DMX Splitter (2x 5p in/ 10x 5p out),LIGHT,,42.50
COET0528,"Luminex - Luminode 12, DMX Router in/out, Gigabit",LIGHT,,75.00
COET0520,"Luminex - Ethernet DMX8 MKII, DMX Router in/out, 100mbit",LIGHT,,80.00
COET0532,Luminex - Ethernet switch 8 ports Gigabit,LIGHT,,50.00
COET0536,"Luminex - Gigacore 10+POE Switch, 8x RJ45 /2x Opticalcon Duo",LIGHT,,75.00
COET0544,"Luminex - Gigacore 16XT POE+, 12x RJ45 / 4x SFP, Gigabit",LIGHT,,75.00
COET0540,"Luminex - Gigacore 16RFO Switch, 12x RJ45 /4x Opicalcon duo",LIGHT,,142.50
COET0555,"Luminex - Gigacore 20T POE++, 16x RJ45, 1Gb / 4x SFP, 10Gb",LIGHT,,150.00
COET0549,"Luminex - Gigacore 26i Switch, RJ45+SFP, Gigabit [1 Pc]",LIGHT,,80.00
COET0751,"FCM - Fiberfox chassis set Gigabit,Combine only with Gigabit",LIGHT,,35.00
COET0808,"Fiberfox 4way 100m (multimode ""50/125µm,OM"") outdoor, 600MHz",LIGHT,,75.00
COET0810,"Fiberfox 4way 150m (multi mode""50/125µm,OM"") outdoor, 600MHz",LIGHT,,95.00
COET0811,"Fiberfox 4way 250m (multi mode""50/125µm,OM"") outdoor, 600MHz",LIGHT,,130.00
FIOP0011,Neutrik - Opticalcon Duo Multimode Fiber 2-way 50m,LIGHT,,60.00
FIOP0015,Neutrik - Opticalcon Duo Multimode Fiber 2-way 75m,LIGHT,,65.00
FIOP0019,Neutrik - Opticalcon Duo Multimode Fiber 2-way 100m,LIGHT,,85.00
FIOP0027,Neutrik - Opticalcon Duo Multimode Fiber 2-way 250m,LIGHT,,185.00
FIOP0150,Neutrik - Opticalcon Quad Multimode Fiber 4-way 50m,LIGHT,,100.00
FIOP0154,Neutrik - Opticalcon Quad Multimode Fiber 4-way 100m Reel,LIGHT,,175.00
FIOP0156,Neutrik - Opticalcon Quad Multimode Fiber 4-way 150m Reel,LIGHT,,250.00
FIOP0034,MTP - Opticalcon MTP Multimode Fiber 6-way 250m,LIGHT,,295.00
FIOP0037,MTP - MTP Multimode > Opticalcon Duo adapter KIT[1 Pc],LIGHT,,190.00
VICA0665,HP - Procurve Switch 2615 (POE) 8x 100Mbit (+2x dual p.port),LIGHT,,35.00
COET0309,HP - Procurve Switch 2915 (POE) 8x 1Gbit (+2x dual p.port),LIGHT,,45.00
COET0359,Aruba - 2930F switch (POE) 12x 1Gbit + 2x SFP+,LIGHT,,60.00
COET0328,"Netgear - M4300, 8x10G RJ45 + 8x10G Fiber Switch Managed",LIGHT,,115.00
COET0325,"Netgear - M4300, 12x10G RJ45+12x10G Fiber Switch Managed",LIGHT,,130.00
COET0329,Ubiquiti - Nanobeam 5AC-19 5Ghz Wireless AC Bridge KIT,LIGHT,,25.00
VICA0836,"Cradlepoint - IBR900 4G+ M2M Router, Powercon True in/out",LIGHT,,40.00
COET0911,"RADwin - Winlink 1000, ODU with Integrated Antenna",LIGHT,,100.00
COET0921,RADwin - 2000 D+ ODU PtP 5.x GHz Radio,LIGHT,,125.00
VICA0826,Ruckus - Wireless Unleased R310 Accespoint,LIGHT,,25.00
VICA0800,Ruckus - Zoneflex 7731 outdoor PtP bridge (802.11n),LIGHT,,150.00
COET0651,"LumenRadio - Luna, Single Universe DMX Transceiver",LIGHT,,20.00
COET0657,"LumenRadio - Aurora, Single Universe DMX/RDM Transceiver",LIGHT,,30.00
COET0661,"LumenRadio - Stardust, Eight Universe DMX/RDM Transceiver",LIGHT,,50.00
VIPR1534,Panasonic - ET-D3LEW50 (0.7:1) fixed lens,VIDEO,,225.00
VIPR1536,Panasonic - ET-D3LEW60 (0.9-1.1:1) zoom lens,VIDEO,,225.00
VIPR1532,Panasonic - ET-D3LEW10 (1.3-1.7:1) zoom lens,VIDEO,,275.00
VIPR0531,Panasonic - ET-D3LES20 (1.7-2.4:1) zoom lens,VIDEO,,100.00
VIPR1539,Panasonic - ET-D3LET30 (2.4-4.7:1) zoom lens,VIDEO,,150.00
VIPR1537,Panasonic - ET-D3LET40 (4.6-7.4:1) zoom lens,VIDEO,,350.00
VIPR1538,Panasonic - ET-D3LET80 (7.3-13.8:1) zoom lens,VIDEO,,350.00
VIPR1540,Panasonic - ET-D75LE95 (0.36:1) fixed focus lens,VIDEO,,600.00
VIPR1545,Panasonic - ET-D75LE50 (0.8:1) fixed focus lens,VIDEO,,225.00
VIPR1556,Panasonic - ET-D75LE6 (0.9-1.1:1) zoom lens,VIDEO,,275.00
VIPR1549,Panasonic - ET-D75LE10 (1.4-1.9:1) zoom lens,VIDEO,,125.00
VIPR1551,Panasonic - ET-D75LE1 (1.5-2.0:1) zoom lens,VIDEO,,100.00
VIPR1550,Panasonic - ET-D75LE20 (1.7-2.4:1) zoom lens,VIDEO,,100.00
VIPR1548,Panasonic - ET-D75LE30 (2.4-4.7:1) zoom lens,VIDEO,,100.00
VIPR1554,Panasonic - ET-D75LE40 (4.6-7.4:1) zoom lens,VIDEO,,225.00
VIPR0852,Panasonic - PT-VMZ50 5.000 lm WUXGA LCD Laser Projector,VIDEO,,150.00
VIPR0854,Panasonic - PT-RZ670 6.500 lm WUXGA DLP Laser Projector,VIDEO,,500.00
VIPR0876,Panasonic - PT-RZ770 7.200 lm WUXGA DLP Laser Projector,VIDEO,,600.00
VIPR0880,Panasonic - PT-RZ970 10.000 lm WUXGA DLP Laser Projector,VIDEO,,750.00
VIPR1559,Panasonic - ET-DLE030 (0.38:1) ultra short throw Lens,VIDEO,,200.00
VIPR1564,Panasonic - ET-DLE055 (0.8:1) short throw lens,VIDEO,,100.00
VIPR1563,Panasonic - ET-DLE085 (0.8-1.0:1) short throw zoom Lens,VIDEO,,150.00
VIPR1558,Panasonic - ET-DLE100 (1.3-1.8:1) zoom lens,VIDEO,,75.00
VIPR1568,Panasonic - ET-DLE150 (1.3-1.8:1) zoom lens,VIDEO,,115.00
VIPR1557,Panasonic - ET-DLE170 (1.8-2.4) standard zoom lens,VIDEO,,75.00
VIPR1565,Panasonic - ET-DLE200 (2.4-4.0:1) zoom lens,VIDEO,,75.00
VIPR1566,Panasonic - ET-DLE250 (2.3-3.6:1) zoom lens,VIDEO,,75.00
VIPR1562,Panasonic - ET-DLE350 (3.6-5.4:1) zoom lens,VIDEO,,75.00
VIPR1569,Panasonic - ET-DLE450 (5.4-8.6:1) zoom lens,VIDEO,,75.00
VIPR0417,Epson - EB-L1755U 15.000 lm WUXGA Laser Projector,VIDEO,,950.00
VIPR0452,Epson - ELPLX01 UST Lens for L1405 (0.35:1),VIDEO,,300.00
VIPR0453,Epson - ELPLX02 UST Lens for L1505/L1755 (0.35:1),VIDEO,,375.00
VIPR0458,Epson - ELPLU04 Lens for L1505/L1755 (0.64 - 0.77:1) for use L1405 (0.87-1.05:1),VIDEO,,150.00
VIPR0459,Epson - ELPLW05 Lens for L1505/L1755 (0.77 - 1.07:1) for use L1405 (1.04-1.46:1),VIDEO,,75.00
VIPR0460,Epson - ELPLW06 Lens for L1505/L1755 (1.19 - 1.62:1),VIDEO,,125.00
VIPR0496,Epson - ELPLM15 Lens for L1505/L1755 (1.57 - 2.56:1) for use L1405 (2.16-3.48:1),VIDEO,,75.00
VIPR0491,Epson - ELPLM10 Lens for L1505/L1755 (2.42 - 3.71:1) for use L1405 (3.32-5.06:1),VIDEO,,90.00
VIPR0462,Epson - ELPLM11 Lens for L1505/L1755 (4.54 - 5.41:1),VIDEO,,90.00
VIPR0468,Epson - ELPLL08 Lens for L1505/L1755 (5.27 - 7.41:1) for use L1405 (7.21-10.11:1),VIDEO,,125.00
VISC0312,Stumpfl - 16:9 Monoblox32 238x143 (218x123)cm front&rear KIT,VIDEO,,115.00
VISC0302,Stumpfl - 16:9 Monoblox32 286x170 (266x150)cm front&rear KIT,VIDEO,,115.00
VISC0313,Stumpfl - 16:9 Monoblox32 345x203 (325x183)cm front&rear KIT,VIDEO,,135.00
VISC0314,Stumpfl - 16:9 Monoblox32 392x230 (372x210)cm front&rear KIT,VIDEO,,160.00
VISC0315,Stumpfl - 16:9 Monoblox64 447x260 (427x240)cm front&rear KIT,VIDEO,,200.00
VISC0316,Stumpfl - 16:9 Monoblox64 508x294 (488x274)cm front&rear KIT,VIDEO,,215.00
VISC0317,Stumpfl - 16:9 Monoblox64 630x363 (610x343)cm front&rear KIT,VIDEO,,315.00
VISC0319,"Stumpfl - 16:9 Vario64 Variolock, 820x470 (800x450) F&R KIT",VIDEO,,495.00
VILE0282,Novastar - M3 MCTRL-660 LED Controller,VIDEO,,75.00
VILE0284,Novastar - M3 MCTRL-660 PRO LED Controller,VIDEO,,90.00
VILE0261,Novastar - MCTRL R5 LED Controller,VIDEO,,125.00
VILE0276,Novastar - MCTRL 4K LED Controller,VIDEO,,200.00
VILE0957,Novastar - MX20 All-in-one COEX Series LED Controller,VIDEO,,100.00
VILE0956,Novastar - MX30 All-in-one COEX Series 4K LED Controller,VIDEO,,200.00
VILE0954,Novastar - MX40 Pro COEX Series 4K LED Controller,VIDEO,,250.00
VILE0267,Novastar - CVT10M Pro Fibreglass converter to ethernet IP65,VIDEO,,75.00
VICO0020,Novastar - MCTRL-660 HD LED Systemrack,VIDEO,,360.00
VICO0104,Novastar - MX40 Pro 4K LED Systemrack Single,VIDEO,,590.00
VICO0102,Novastar - MX40 Pro 4K LED Systemrack Double,VIDEO,,780.00
VICO0016,URC - Linsn TS802D LED Systemrack Large incl. Imagepro II-JR,VIDEO,,400.00
VICO0018,URC - Linsn TS801D LED Systemrack Small incl. Imagepro II-JR,VIDEO,,250.00
VILE0361,"Martin - P3-050, System Controller",VIDEO,,125.00
VILE0382,"Martin - P3-300, System Controller",VIDEO,,450.00
VILE0364,"Martin - P3-Powerport 1000, Max 40 meter LEDstrip IP65",VIDEO,,75.00
VILE0366,"Martin - P3-Powerport 1500, Max 40 meter LEDstrip IP20",VIDEO,,75.00
VILE0220,"Eastar - Dazzle III stack frame Basic KIT 1,50 x 4,00m (WxH)",VIDEO,,100.00
VILE0221,Eastar - Dazzle III stack frame Extension KIT 2 x 4m (WxH),VIDEO,,100.00
VILE0286,"Infiled - AR stack frame Basic KIT W=4,00 x H=4,00m(Max.)",VIDEO,,100.00
VILE0208,Eastar - Dazzle III P2.60 mm LED-panel 50x50cm 4-8,VIDEO,,37.50
VILE0160,Eastar - Shine+ P3.91mm indoor curvable LED-panel 50x 50cm 4-8,VIDEO,,37.50
VILE0164,Eastar - Shine+ P3.91mm indoor curvable LED-panel 50x100cm 4,VIDEO,,37.50
VILE0224,Infiled - ILRSSIRX curvable 2.5 mm LED-panel 50x50cm IP30 8,VIDEO,,60.00
VILE0244,Infiled - ILRSSIRX 3.9 mm LED-panel 50x50cm IP30 curved 8,VIDEO,,50.00
VILE0234,Infiled - ILRSSIRX 3.9 mm LED-panel 50x50cm IP30 straight 8,VIDEO,,50.00
VILE0108,"URC - P5.7mm, ultra contrast LED-panel 64x64 cm True 1 8",VIDEO,,31.25
VILE0410,"CLF - Video LED-ball PH10 indoor, diameter 1 meter incl. control",VIDEO,,500.00
VILE0540,"Martin - VDO Sceptron 10, 320mm 10",VIDEO,,12.50
VILE0550,"Martin - VDO Sceptron 10, 1000mm 20",VIDEO,,15.00
VILE0441,"Martin - VDO Face 5 HC 5.2mm LED-panel 50x56,25cm IP65 4-8",VIDEO,,37.50
VILE0296,"Infiled - AR3.9, P3.9mm outdoor LED-Panel 50x50 A10sPro 8",VIDEO,,43.75
VILE0298,"Infiled - AR3.9, P3.9mm outdoor LED-Panel 100x50+Bar A10sPro 8-12",VIDEO,,75.00
VILE0932,"Infiled - AR7.8, P7.81 Outdoor LED-panel 50x50cm 8-24",VIDEO,,31.25
VILE0934,"Infiled - AR7.8, P7.81 Outdoor LED-panel + Climbbar 100x50cm 8-12",VIDEO,,40.00
VILE0936,"Infiled - ART7.8, P7.81 Touring Outdoor LED-panel 50x50cm 8-20",VIDEO,,35.00
VILE0938,"Infiled - ART7.8, P7.81 Touring LED-panel 100x50cm + Windbar 10",VIDEO,,53.50
KAET0200,Infiled - Cable Set Power & Data for 20 tiles AR/ART,VIDEO,,47.50
KAET0202,Infiled - Cable Set Power & Data for 80 tiles AR/ART,VIDEO,,190.00
VILE0112,URC - P10mm SMD solid LED-panel V-5 64x64 cm True 1 LINSN 6-20,VIDEO,,25.00
VICO0512,Inter-Tech - 4U-4129-N X299X+ Vmix Live Production 4K [1pc],VIDEO,,400.00
VICO0490,"HP - Probook 4740S 17,3"" HD+ incl. Arkaos Express",VIDEO,,100.00
VICO0488,HP - Probook 470 G5 I7 8550U Notebook + Arkaos Pro KIT,VIDEO,,150.00
VICO0470,Arkaos - Media Master Pro V5 incl. Desktop PC (4xDVI/1x SDI),VIDEO,,475.00
VIVI0181,Blackmagic Design - BM252 Hyperdeck Studio Pro 2 4K recorder,VIDEO,,125.00
VIVI0183,Blackmagic Design - BM354 Hyperdeck Studio Mini UHD recorder,VIDEO,,125.00
VIVI0185,Blackmagic Design - HyperDeck Studio 4K Pro recorder,VIDEO,,150.00
VICO0954,"Pixelhue - X400, Dual Mediaserver, empty frame, 4K@60hz",VIDEO,,500.00
VICO0472,Brightsign - XT1143 Expanded I/O Media Player,VIDEO,,30.00
VICO0474,Brightsign - XT1144 Expanded I/O Media Player,VIDEO,,30.00
VIVI0202,Blackmagic Design - ATEM Constellation 8K switcher,VIDEO,,500.00
VIVI0204,Blackmagic Design - ATEM 2 M/E Advanced Panel 20,VIDEO,,225.00
VICO0077,"Barco - Ex, Event Master expansion event unit",VIDEO,,90.00
VICO0161,"Barco - PDS-902-3G, Seamless Video Switcher VGA/DVI/SDI",VIDEO,,200.00
VICO0064,Barco - EC-50 Compact event controller,VIDEO,,350.00
VICO0805,Barco - IMAGE PRO 4K,VIDEO,,350.00
VICO0803,Barco - IMAGE PRO II,VIDEO,,250.00
VICO0920,"Pixelhue - P20, seamless switcher, 8 in/ 8 out, 4K@60hz",VIDEO,,300.00
VICO0970,"Pixelhue - U5, event controller, compact 4K@60hz",VIDEO,,350.00
VICO0974,"Pixelhue - U5 PRO, event controller, fullsize, 4K@60hz",VIDEO,,850.00
VIVI0207,"Analog Way - VIO 4K, Multi I/O 4K@60Hz 4:4:4",VIDEO,,300.00
COAC0123,"Iiyama - Prolite T2235MSC 21,5"" touch monitor",VIDEO,,50.00
VIMO0650,"Iiyama - Prolite TF4237MSC-B4AG 42"" touch 1080p LED",VIDEO,,200.00
VIMO0652,"Iiyama - Prolite TF4338MSC-B1AG 43"" touch 1080p LED",VIDEO,,250.00
VIMO0654,"Iiyama - Prolite TF6538UHSC-B1AG 65"" touch 4k LED",VIDEO,,350.00
VIMO0631,"Panasonic - TH-50BF1, Touch Screen LCD Display",VIDEO,,300.00
VIMO0632,"Panasonic - TH-65BF1, Touch Screen LCD Display",VIDEO,,400.00
VIMO0633,"Panasonic - TH-80BF1, Touch Screen LCD Display",VIDEO,,850.00
VIMO0696,"BenQ - SL4302K 43"" UHD60 IPS Pantone LED monitor",VIDEO,,125.00
